city,lat,lng,iso2,population
Wiesbaden,50.08601,8.24435,DE,278609
Wiehl,50.94950,7.55062,DE,26291
Wickede,51.53365,7.61636,DE,15225
Wetzlar,50.56109,8.50495,DE,52656
Wetter,51.38747,7.39277,DE,29146
Westerstede,53.25682,7.92737,DE,21902
Westend,52.51708,13.27636,DE,41328
Wesseling,50.82709,6.97470,DE,35665
Wesel,51.66690,6.62037,DE,61685
Petersberg,50.56002,9.71295,DE,16410
Wertheim,49.75900,9.50852,DE,24869
Wersten,51.18459,6.81249,DE,27151
Wernigerode,51.83652,10.78216,DE,34463
Werne,51.66446,7.63421,DE,30810
Bochum-Werne,51.48796,7.31217,DE,15345
Wermelskirchen,51.13970,7.21583,DE,36816
Werl,51.55493,7.91403,DE,32149
Werdohl,51.26011,7.76608,DE,20366
Werder,52.37874,12.93400,DE,22384
Werdau,50.73604,12.37534,DE,24424
Wendlingen am Neckar,48.67124,9.37632,DE,15728
Wenden,50.96667,7.86667,DE,19924
Wendelstein,49.35230,11.15069,DE,16220
Weiterstadt,49.90390,8.58874,DE,24253
Weißwasser,51.50403,14.64017,DE,22099
Weißenfels,51.20148,11.96843,DE,29792
Weißenburg in Bayern,49.03095,10.97221,DE,18578
Weinstadt-Endersbach,48.81311,9.36387,DE,26166
Weinheim,49.54887,8.66697,DE,43325
Weingarten,47.81009,9.63863,DE,23802
Weimar,50.98030,11.32903,DE,64727
Weilheim,47.84147,11.15484,DE,23378
Weilerswist,50.75292,6.84585,DE,16321
Weil der Stadt,48.74953,8.87176,DE,19338
Weil am Rhein,47.59331,7.62082,DE,29548
Weiden,49.67682,12.15613,DE,42550
Weißensee,52.55632,13.46649,DE,47693
Wegberg,51.14221,6.28436,DE,29622
Weener,53.16541,7.34966,DE,15718
Wedel,53.58374,9.69835,DE,31995
Wedding,52.54734,13.35594,DE,85275
Wassenberg,51.10009,6.15484,DE,16641
Warstein,51.44488,8.34851,DE,28532
Warendorf,51.95109,7.98756,DE,38707
Waren,53.51986,12.68128,DE,21470
Wardenburg,53.05938,8.19669,DE,16019
Warburg,51.49011,9.14641,DE,24317
Wangen,47.68950,9.83247,DE,27045
Wandlitz,52.74196,13.45799,DE,19888
Waltrop,51.62125,7.40238,DE,30220
Walsrode,52.86104,9.59277,DE,24448
Wallenhorst,52.35000,8.01667,DE,24201
Waldshut-Tiengen,47.62323,8.21717,DE,22404
Waldkraiburg,48.20854,12.39893,DE,24676
Waldkirch,48.09585,7.96371,DE,20155
Waldbröl,50.87576,7.61688,DE,19533
Waiblingen,48.83241,9.31641,DE,52945
Waghäusel,49.24991,8.51257,DE,20178
Wadgassen,49.26667,6.78333,DE,18464
Wadern,49.54122,6.88774,DE,17282
Wachtberg,50.63333,7.10000,DE,20032
Vreden,52.03792,6.82800,DE,22412
Volksdorf,53.64972,10.18417,DE,20685
Völklingen,49.25162,6.85873,DE,41132
Voerde,51.59703,6.68630,DE,36047
Vlotho,52.16530,8.85996,DE,20214
Vilshofen,48.62695,13.19222,DE,16695
Villingen-Schwenningen,48.06226,8.49358,DE,81770
Viersen,51.25435,6.39441,DE,76153
Viernheim,49.54033,8.57820,DE,32620
Versmold,52.04009,8.15272,DE,20996
Verl,51.88333,8.51667,DE,24002
Verden,52.92334,9.23804,DE,26924
Velbert,51.33537,7.04348,DE,87669
Vegesack,53.17923,8.62228,DE,34757
Vechta,52.72632,8.28598,DE,29729
Vechelde,52.26038,10.36491,DE,16219
Vaterstetten,48.10537,11.76825,DE,21007
Varel,53.39693,8.13621,DE,25212
Vaihingen an der Enz,48.93563,8.96045,DE,28867
Uetersen,53.68878,9.66197,DE,17921
Uslar,51.65690,9.63501,DE,15951
Unterschleißheim,48.28038,11.57684,DE,25567
Unterhaching,48.06598,11.61564,DE,20852
Unterkrozingen,47.91933,7.69045,DE,15908
Unna,51.53795,7.68969,DE,66734
Ulm,48.39841,9.99155,DE,120451
Uerdingen,51.35478,6.63918,DE,17888
Uelzen,52.96449,10.56704,DE,34996
Überlingen,47.76977,9.17136,DE,21507
Übach-Palenberg,50.91775,6.12336,DE,25544
Tuttlingen,47.98464,8.81770,DE,34847
Tübingen,48.52266,9.05222,DE,83416
Trossingen,48.07667,8.64409,DE,15040
Troisdorf,50.80901,7.14968,DE,74749
Trier,49.75565,6.63935,DE,100129
Traunstein,47.86825,12.64335,DE,18422
Traunreut,47.96269,12.59231,DE,21244
Torgau,51.56016,12.99617,DE,18746
Tönisvorst,51.32092,6.49412,DE,30296
Tettnang,47.66857,9.59132,DE,18135
Templin,53.11865,13.50220,DE,17634
Tempelhof,52.46667,13.40000,DE,61769
Teltow,52.40310,13.26014,DE,19530
Telgte,51.97995,7.78293,DE,19389
Tegel,52.57601,13.29389,DE,36764
Taunusstein,50.14993,8.15206,DE,29501
Taufkirchen,48.04860,11.61701,DE,17791
Syke,52.91345,8.82209,DE,24274
Sundern,51.32810,8.00369,DE,27554
Sulzbach-Rosenberg,49.50126,11.74598,DE,19252
Sulzbach,49.29882,7.05696,DE,18364
Suhl,50.60911,10.69401,DE,43509
Stuttgart,48.78232,9.17702,DE,630305
Stuhr,53.03333,8.75000,DE,32507
Strausberg,52.57859,13.88741,DE,26649
Straubing,48.88126,12.57385,DE,44580
Stralsund,54.30911,13.08180,DE,58976
Straelen,51.44190,6.26639,DE,15325
Stolberg,50.77368,6.22595,DE,56377
Stockelsdorf,53.89220,10.64713,DE,16562
Stockach,47.85105,9.00910,DE,16844
Stendal,52.60690,11.85867,DE,37722
Stellingen,53.59220,9.92870,DE,23472
Steinhagen,52.00000,8.40000,DE,19869
Steinfurt,52.15045,7.33664,DE,34601
Steilshoop,53.61028,10.05917,DE,19343
Steglitz,52.45606,13.33200,DE,72464
Staßfurt,51.85186,11.58508,DE,22960
Starnberg,48.00193,11.34416,DE,23940
Stadtlohn,51.99399,6.91918,DE,20602
Stadthagen,52.32333,9.20311,DE,23076
Stadtallendorf,50.82261,9.01294,DE,21720
Hansestadt Stade,53.59407,9.47302,DE,45634
Staaken,52.53661,13.15057,DE,46369
Sprockhövel,51.34669,7.24343,DE,26400
Springe,52.20845,9.55416,DE,29828
Speyer,49.32083,8.43111,DE,50343
Spenge,52.14021,8.48475,DE,15625
Sonthofen,47.51821,10.28262,DE,21285
Sonneberg,50.35920,11.17463,DE,23908
Sondershausen,51.36973,10.87011,DE,21802
Sömmerda,51.15914,11.11524,DE,20853
Soltau,52.98537,9.83983,DE,21945
Solingen,51.17343,7.08450,DE,164359
Soest,51.57558,8.10619,DE,48037
Sinzig,50.54384,7.24639,DE,17880
Sinsheim,49.25290,8.87867,DE,35219
Singen,47.75935,8.84030,DE,48033
Sindelfingen,48.70000,9.01667,DE,61311
Simmerath,50.60000,6.30000,DE,15646
Sigmaringen,48.08829,9.23033,DE,16592
Siegen,50.87481,8.02431,DE,107242
Siegburg,50.80019,7.20769,DE,39135
Langenhorn,53.66667,10.01667,DE,46272
Senftenberg,51.52517,14.00164,DE,28988
Senden,51.85645,7.48327,DE,20363
Senden,48.32441,10.04442,DE,22275
Selm,51.69689,7.46809,DE,27540
Seligenstadt,50.04320,8.97394,DE,19569
Selb,50.17058,12.13054,DE,17132
Sehnde,52.31394,9.96820,DE,23060
Seevetal,53.40000,9.96667,DE,41266
Seesen,51.89095,10.17847,DE,21909
Seelze,52.39635,9.59727,DE,32899
Schwetzingen,49.38217,8.58230,DE,22593
Schwerte,51.44387,7.56750,DE,50399
Schwerin,53.62937,11.41316,DE,96641
Schwelm,51.28635,7.29388,DE,30235
Schweinfurt,50.04937,10.22175,DE,54012
Schwedt (Oder),53.05963,14.28154,DE,30189
Schwarzenberg,50.53791,12.78522,DE,16168
Schwanewede,53.22398,8.58969,DE,20015
Schwandorf in Bayern,49.32534,12.10980,DE,28235
Schwalmtal,51.21667,6.26667,DE,19435
Schwalmstadt,50.93333,9.21667,DE,19279
Schwalbach,49.30000,6.81667,DE,18708
Schwäbisch Hall,49.11127,9.73908,DE,36543
Schwäbisch Gmünd,48.79947,9.79809,DE,61216
Schwabach,49.33047,11.02346,DE,38554
Schrobenhausen,48.56067,11.26071,DE,16143
Schramberg,48.22399,8.38583,DE,18565
Schortens,53.53801,7.94770,DE,21357
Schorndorf,48.80537,9.52721,DE,39697
Schopfheim,47.65105,7.82089,DE,19386
Schöneberg,52.49801,13.34430,DE,122658
Schönebeck,52.01682,11.73070,DE,30387
Schneverdingen,53.11740,9.79235,DE,19199
Schnelsen,53.63738,9.91973,DE,30100
Schneeberg,50.59465,12.64139,DE,16784
Schmelz,49.43333,6.85000,DE,17596
Schmargendorf,52.47517,13.29071,DE,22733
Schmallenberg,51.15473,8.28505,DE,26132
Schmalkalden,50.72136,10.44386,DE,19553
Schlüchtern,50.34891,9.52532,DE,17260
Schleswig,54.52021,9.56829,DE,24114
Schkeuditz,51.39678,12.22141,DE,18487
Schiffweiler,49.36667,7.13333,DE,15780
Schifferstadt,49.38417,8.37750,DE,19209
Scharnhorst,51.54921,7.53909,DE,22065
Bad Saulgau,48.01676,9.50064,DE,17911
Sasel,53.65385,10.11184,DE,23131
Sarstedt,52.23495,9.85411,DE,18718
Sankt Wendel,49.46633,7.16814,DE,26904
Sankt Ingbert,49.27697,7.11672,DE,38697
Sankt Augustin,50.77538,7.19700,DE,56094
Sangerhausen,51.47221,11.29533,DE,23347
Hansestadt Salzwedel,52.85297,11.15287,DE,21058
Salzkotten,51.67170,8.60092,DE,24561
Salzgitter,52.15705,10.41540,DE,103866
Saarlouis,49.31366,6.75154,DE,38333
Saarbrücken,49.23262,7.00982,DE,179349
Saalfeld,50.64826,11.36536,DE,28023
Rüsselsheim am Main,49.98955,8.42251,DE,59730
Rummelsburg,52.50146,13.49340,DE,25697
Rudow,52.42407,13.48529,DE,42631
Rudolstadt,50.72043,11.34046,DE,25476
Rottweil,48.16783,8.62719,DE,25510
Rottenburg,48.47629,8.93528,DE,42721
Rotherbaum,53.56650,9.99265,DE,17114
Roth,49.24762,11.09111,DE,25083
Rotenburg,53.11032,9.40360,DE,22139
Rostock,54.08870,12.14049,DE,198293
Rösrath,50.89559,7.18175,DE,26868
Rosenheim,47.85637,12.12247,DE,60167
Ronnenberg,52.31939,9.65544,DE,23416
Rissen,53.58453,9.76594,DE,16051
Rinteln,52.18604,9.07917,DE,25626
Rietberg,51.80924,8.42841,DE,28672
Riesa,51.30777,13.29168,DE,37156
Riegelsberg,49.30000,6.93333,DE,15647
Ribnitz-Damgarten,54.24220,12.45666,DE,17152
Rheinhausen,51.40055,6.71187,DE,78203
Rheinfelden,47.56013,7.78715,DE,32535
Rheine,52.28509,7.44055,DE,76491
Rheinberg,51.54649,6.59525,DE,32188
Rheinbach,50.62562,6.94911,DE,26262
Rhede,51.83537,6.69602,DE,19140
Rheda-Wiedenbrück,51.84967,8.30017,DE,46123
Reutlingen,48.49144,9.20427,DE,112627
Renningen,48.76974,8.93871,DE,17442
Rendsburg,54.30182,9.67175,DE,28323
Remscheid,51.17983,7.19250,DE,117118
Remagen,50.57879,7.22703,DE,16280
Reinickendorf,52.56395,13.33552,DE,83972
Reinheim,49.82923,8.83572,DE,17841
Reinbek,53.51773,10.24861,DE,25261
Reichenbach/Vogtland,50.62279,12.30344,DE,22530
Regensburg,49.01513,12.10161,DE,129151
Rees,51.76263,6.39778,DE,22544
Recklinghausen,51.61379,7.19738,DE,122438
Ravensburg,47.78198,9.61062,DE,48825
Ratingen,51.29724,6.84929,DE,91606
Rathenow,52.60659,12.33696,DE,27115
Ratekau,53.94646,10.73120,DE,15921
Rastede,53.24508,8.19718,DE,20046
Rastatt,48.85851,8.20965,DE,47906
Rahlstedt,53.60194,10.15667,DE,92511
Rahden,52.43367,8.61263,DE,16140
Radolfzell,47.74194,8.97098,DE,30096
Radevormwald,51.20219,7.36027,DE,24100
Radebeul,51.10654,13.66047,DE,32643
Radeberg,51.11112,13.91199,DE,18747
Quickborn,53.72821,9.91078,DE,20410
Querenburg,51.45218,7.26628,DE,21294
Quedlinburg,51.78843,11.15006,DE,22814
Püttlingen,49.28550,6.88723,DE,21052
Pulheim,50.99965,6.80632,DE,53762
Puchheim,48.15000,11.35000,DE,19357
Prenzlauer Berg,52.53878,13.42443,DE,148878
Prenzlau,53.31702,13.86397,DE,20899
Preetz,54.23575,10.27934,DE,15768
Potsdam,52.39886,13.06566,DE,182112
Porz am Rhein,50.88637,7.05830,DE,113415
Porta Westfalica,52.22961,8.91612,DE,36364
Poppenbüttel,53.65917,10.08472,DE,24135
Plettenberg,51.20949,7.87261,DE,28206
Plauen,50.49730,12.13782,DE,66412
Pirna,50.95843,13.93702,DE,40322
Pirmasens,49.20145,7.60529,DE,43582
Pinneberg,53.65887,9.79698,DE,40577
Pfungstadt,49.80557,8.60307,DE,25084
Pfullingen,48.46458,9.22796,DE,18269
Pforzheim,48.88436,8.69892,DE,119313
Pfaffenhofen an der Ilm,48.53053,11.50500,DE,23192
Petershagen,52.37513,8.96538,DE,27090
Penzberg,47.75293,11.37700,DE,16079
Peine,52.31928,10.23520,DE,49953
Passau,48.56650,13.43122,DE,50560
Pasing,48.14146,11.45599,DE,35728
Parchim,53.42631,11.84875,DE,19161
Papenburg,53.07769,7.41516,DE,34117
Pankow,52.56926,13.40186,DE,65375
Paderborn,51.71905,8.75439,DE,142161
Oyten,53.05498,9.01995,DE,15286
Overath,50.93275,7.28389,DE,27203
Ottweiler,49.40133,7.16424,DE,15503
Ottobrunn bei München,48.06489,11.66327,DE,19204
Ottensen,53.55213,9.92421,DE,35136
Othmarschen,53.55173,9.88632,DE,16009
Osterholz-Scharmbeck,53.22659,8.79230,DE,31405
Osnabrück,52.27264,8.04980,DE,166462
Osdorf,53.57982,9.85826,DE,26420
Oschersleben,52.03039,11.22898,DE,19396
Oschatz,51.30001,13.10984,DE,16000
Oranienburg,52.75577,13.24197,DE,40793
Opladen,51.06863,7.00387,DE,23000
Olsberg,51.35613,8.48899,DE,15814
Olpe,51.02899,7.85139,DE,25686
Oldenburg,53.14039,8.21479,DE,159218
Olching,48.20000,11.33333,DE,23978
Öhringen,49.19884,9.50720,DE,22765
Ohligs,51.15000,7.00000,DE,43063
Offenburg,48.47377,7.94495,DE,59238
Offenbach,50.10061,8.76647,DE,119192
Oerlinghausen,51.95453,8.66220,DE,17403
Oer-Erkenschwick,51.64198,7.26451,DE,30409
Oelde,51.82890,8.14724,DE,29297
Odenthal,51.03333,7.11667,DE,15619
Ochtrup,52.20802,7.18988,DE,19441
Oberursel,50.20731,8.57747,DE,46678
Obertshausen,50.07139,8.85123,DE,24459
Oberschöneweide,52.46106,13.52108,DE,23638
Ober-Ramstadt,49.83078,8.74887,DE,15367
Oberkirch,48.53241,8.07864,DE,20375
Oberhausen,51.47805,6.86250,DE,219176
Oberasbach,49.42275,10.95766,DE,17306
Nürtingen,48.62565,9.34203,DE,40210
Nürnberg,49.45421,11.07752,DE,515543
Nümbrecht,50.90427,7.54063,DE,17427
Nottuln,51.93333,7.35000,DE,20427
Northeim,51.70662,9.99997,DE,30894
Nördlingen,48.85122,10.48868,DE,19492
Nordhorn,52.43081,7.06833,DE,52803
Nordhausen,51.50180,10.79570,DE,43912
Norderstedt,53.70177,9.99328,DE,71439
Nordenham,53.50098,8.48965,DE,27714
Norden,53.59549,7.20615,DE,24767
Nippes,50.96545,6.95314,DE,113487
Niendorf,53.61769,9.95032,DE,40906
Nienburg,52.64610,9.22086,DE,32629
Niederschönhausen,52.58483,13.40272,DE,32037
Niederkrüchten,51.20000,6.21667,DE,15487
Niederkassel,50.81503,7.03777,DE,36480
Nieder-Ingelheim,49.97756,8.07246,DE,24596
Nidderau,50.23805,8.86704,DE,20090
Nidda,50.41330,9.00638,DE,18241
Neu Wulmstorf,53.46667,9.80000,DE,20150
Neuwied,50.43360,7.47057,DE,66805
Neu-Ulm,48.39279,10.01112,DE,51389
Neustrelitz,53.36024,13.07261,DE,22291
Neustadt in Holstein,54.10707,10.81450,DE,16176
Neustadt bei Coburg,50.32975,11.12058,DE,16715
Neustadt an der Weinstraße,49.35009,8.13886,DE,53984
Neustadt am Rübenberge,52.50462,9.45871,DE,45942
Neue Neustadt,52.15000,11.63333,DE,226851
Neuss,51.19807,6.68504,DE,152457
Neusäß,48.39249,10.83333,DE,22904
Neuruppin,52.92815,12.80311,DE,31901
Neunkirchen,49.34449,7.18045,DE,49843
Neumünster,54.07399,9.98456,DE,80196
Neumarkt in der Oberpfalz,49.28028,11.46278,DE,39557
Neukölln,52.47719,13.43126,DE,164636
Neu-Isenburg,50.04832,8.69406,DE,35293
Neugraben-Fischbek,53.46579,9.84344,DE,32054
Neufahrn bei Freising,48.31588,11.66316,DE,18255
Neuenhagen,52.52985,13.68914,DE,16170
Neuburg an der Donau,48.73218,11.18709,DE,28370
Neubrück,51.13434,6.63857,DE,51109
Neubrandenburg,53.55735,13.26105,DE,68082
Neu-Anspach,50.31667,8.50000,DE,15276
Nettetal,51.31667,6.28333,DE,42417
Netphen,50.91667,8.10000,DE,25163
Neheim,51.45047,7.97026,DE,23000
Neckarsulm,49.18912,9.22527,DE,27413
Naumburg,51.14987,11.80979,DE,29722
Nauen,52.60701,12.87374,DE,16600
Nagold,48.54980,8.72366,DE,22912
Munster,52.98538,10.08993,DE,17746
Münster,51.96236,7.62571,DE,270184
Hannoversch Münden,51.41505,9.65046,DE,25073
Munich,48.13743,11.57549,DE,1260391
Müllheim,47.80820,7.63035,DE,18097
Mülheim,51.43218,6.87967,DE,170921
Mühlheim am Main,50.11667,8.83333,DE,28534
Stuttgart Mühlhausen,48.84232,9.23028,DE,26111
Mühlhausen,51.20896,10.45275,DE,38108
Mühldorf,48.24670,12.52155,DE,17622
Mühlacker,48.94754,8.83675,DE,26375
Much,50.90383,7.40306,DE,15231
Mössingen,48.40567,9.05419,DE,20010
Mosbach,49.35357,9.15106,DE,25106
Moosburg,48.47089,11.93811,DE,17363
Monheim am Rhein,51.09162,6.89217,DE,43038
Mönchengladbach,51.18539,6.44172,DE,261742
Mölln,53.62072,10.68748,DE,18469
Moers,51.45342,6.63260,DE,103487
Moabit,52.52635,13.33903,DE,81021
Mittweida,50.98622,12.97537,DE,16619
Misburg,52.39006,9.85199,DE,26114
Minden,52.28953,8.91455,DE,82879
Michelstadt,49.67569,9.00373,DE,17279
Metzingen,48.53695,9.28330,DE,22112
Mettmann,51.25040,6.97536,DE,39550
Meschede,51.35020,8.28332,DE,32224
Merzig,49.44331,6.63874,DE,31118
Merseburg,51.35478,11.98923,DE,34780
Meppen,52.69064,7.29097,DE,34198
Menden,51.44337,7.77825,DE,52452
Memmingen,47.98372,10.18527,DE,41135
Melle,52.20197,8.33826,DE,46514
Meissen,51.16158,13.47370,DE,28492
Meiningen,50.56787,10.41521,DE,21580
Meinerzhagen,51.10740,7.64838,DE,21982
Meiderich,51.46667,6.76667,DE,45297
Meerbusch,51.25268,6.68807,DE,54826
Meerane,50.84688,12.46473,DE,17325
Meckenheim,50.62388,7.02942,DE,25515
Mechernich,50.59304,6.65224,DE,27537
Mayen,50.32797,7.22277,DE,19414
Marzahn,52.54525,13.56983,DE,111508
Marsberg,51.46171,8.84949,DE,21914
Marl,51.65671,7.09038,DE,91398
Marktredwitz,50.00443,12.08593,DE,18204
Marktoberdorf,47.77964,10.61713,DE,18505
Markkleeberg,51.27550,12.36906,DE,24664
Märkisches Viertel,52.59841,13.35766,DE,40119
Marienfelde,52.41868,13.36723,DE,32270
Mariendorf,52.43780,13.38109,DE,52734
Marienberg,50.65051,13.16122,DE,16716
Marburg an der Lahn,50.80904,8.77069,DE,78895
Marbach am Neckar,48.93964,9.25995,DE,15604
Mannheim,49.48910,8.46694,DE,307960
Mainz,49.98185,8.28008,DE,217123
Maintal,50.15000,8.83333,DE,38313
Mahlsdorf,52.50935,13.61373,DE,29757
Magdeburg,52.13129,11.63189,DE,235775
Lütgendortmund,51.49885,7.34806,DE,23065
Lusan,50.84372,12.06517,DE,21507
Lurup,53.59266,9.87697,DE,36521
Lünen,51.61634,7.52872,DE,91009
Lüneburg,53.25122,10.41548,DE,71260
Ludwigshafen am Rhein,49.48121,8.44641,DE,163196
Ludwigsfelde,52.30322,13.25405,DE,24164
Ludwigsburg,48.89731,9.19161,DE,87603
Lüdinghausen,51.76830,7.44379,DE,24094
Lüdenscheid,51.21977,7.62730,DE,79386
Luckenwalde,52.09029,13.16772,DE,21616
Lübeck,53.86893,10.68729,DE,212207
Lubnjow,51.86217,13.95168,DE,17461
Lübbecke,52.30699,8.61423,DE,25573
Loxstedt,53.47095,8.64584,DE,16382
Losheim,49.50990,6.74549,DE,16660
Loschwitz,51.05386,13.81393,DE,20696
Lörrach,47.61497,7.66457,DE,47002
Lohr am Main,49.98922,9.57223,DE,16127
Lohne,52.66625,8.23750,DE,27259
Löhne,52.18848,8.69220,DE,39521
Lohmar,50.83868,7.21399,DE,31339
Löbtau,51.04358,13.69444,DE,21205
Löbau,51.09954,14.66738,DE,18374
Lippstadt,51.67369,8.34482,DE,67219
Lingen,52.52143,7.31845,DE,51310
Lindlar,51.01959,7.37758,DE,21665
Linden-Nord,52.37204,9.70676,DE,16141
Linden,52.36449,9.71157,DE,38284
Lindau,47.54612,9.68431,DE,24518
Limburg an der Lahn,50.38360,8.05030,DE,33820
Limbach-Oberfrohna,50.85882,12.76165,DE,23711
Lilienthal,53.14193,8.90338,DE,18293
Lichterfelde,52.43330,13.30762,DE,85885
Lichtenrade,52.39844,13.40637,DE,52110
Lichtenfels,50.14567,11.05928,DE,21336
Lichtenberg,52.51395,13.49975,DE,41359
Leverkusen,51.03030,6.98432,DE,162738
Leutkirch,47.82672,10.02050,DE,22362
Leuben,51.01122,13.82029,DE,38353
Leopoldshöhe,52.01246,8.69834,DE,16219
Leonberg,48.80000,9.01667,DE,45711
Lennestadt,51.11721,8.06707,DE,28102
Lengerich,52.18661,7.86043,DE,22697
Lemgo,52.02786,8.89901,DE,41943
Leipzig,51.33962,12.37129,DE,504971
Leinfelden-Echterdingen,48.69406,9.16809,DE,36672
Leimen,49.34737,8.68733,DE,27142
Leichlingen,51.10628,7.01873,DE,27885
Lehrte,52.37193,9.97919,DE,43920
Leer,53.23157,7.46100,DE,33886
Lebach,49.41122,6.90988,DE,21583
Laupheim,48.22786,9.87874,DE,19012
Lauf an der Pegnitz,49.51386,11.28247,DE,26403
Lauchhammer,51.48813,13.76623,DE,18990
Lankwitz,52.43623,13.34590,DE,43558
Langenhagen,52.44758,9.73741,DE,50439
Langenfeld,51.10821,6.94831,DE,59112
Langendreer,51.46023,7.32584,DE,32047
Langen,53.60554,8.59509,DE,18863
Langen,49.98955,8.66852,DE,35416
Landshut,48.52961,12.16179,DE,60488
Landsberg am Lech,48.04819,10.88282,DE,27017
Landau in der Pfalz,49.19844,8.11692,DE,41612
Lampertheim,49.59786,8.47250,DE,31635
Lahr,48.34042,7.86886,DE,47551
Lahnstein,50.30000,7.61667,DE,18749
Lage,51.99223,8.79301,DE,34885
Laatzen,52.31506,9.79739,DE,40038
Bad Laasphe,50.93139,8.42502,DE,15184
Kürten,51.05000,7.26667,DE,20103
Künzelsau,49.28180,9.68352,DE,15070
Künzell,50.54420,9.71792,DE,16124
Kulmbach,50.10068,11.45032,DE,27565
Kronberg,50.18100,8.51300,DE,17730
Kronach,50.23963,11.33308,DE,18248
Kreuztal,50.96775,7.98848,DE,31772
Kreuzberg,52.49973,13.40338,DE,153135
Kreuzau,50.74699,6.49069,DE,18400
Krefeld,51.33645,6.55381,DE,237984
Köthen,51.75185,11.97093,DE,28710
Korschenbroich,51.19139,6.51352,DE,33406
Kornwestheim,48.86158,9.18569,DE,31040
Korntal,48.83218,9.12140,DE,18081
Korbach,51.27561,8.87300,DE,24481
Köpenick,52.44550,13.57455,DE,67148
Berlin Köpenick,52.44254,13.58228,DE,59561
Konz,49.70045,6.57652,DE,17879
Konstanz,47.66033,9.17582,DE,81275
Königs Wusterhausen,52.30141,13.63300,DE,32513
Königswinter,50.67734,7.19245,DE,41164
Königstein im Taunus,50.17943,8.47132,DE,15661
Königslutter am Elm,52.25116,10.81683,DE,16419
Königsbrunn,48.27506,10.89178,DE,27494
Köln,50.93333,6.95000,DE,963395
Kolbermoor,47.84965,12.06696,DE,17941
Koblenz,50.35357,7.57883,DE,107319
Klotzsche,51.11053,13.76862,DE,21064
Klingenstein,48.41849,9.90812,DE,15643
Kleve,51.78826,6.13865,DE,49072
Kleinmachnow,52.40786,13.22514,DE,17892
Kladow,52.45423,13.14445,DE,16368
Kitzingen,49.73973,10.15072,DE,21387
Kirchlengern,52.20000,8.63333,DE,16338
Kirchheim unter Teck,48.64683,9.45378,DE,40206
Kirchhain,50.82720,8.92806,DE,16381
Kierspe,51.13403,7.59075,DE,18188
Kiel,54.32133,10.13489,DE,246601
Kevelaer,51.58243,6.24603,DE,28064
Kerpen,50.86991,6.69691,DE,64226
Kempten (Allgäu),47.72674,10.31389,DE,61399
Kempen,51.36432,6.41858,DE,36312
Kelkheim,50.13703,8.45020,DE,29162
Kelheim,48.91725,11.88618,DE,15723
Kehl,48.57297,7.81523,DE,34009
Kaulsdorf,52.51732,13.58871,DE,19408
Kaufbeuren,47.88238,10.62192,DE,42505
Kassel,51.31667,9.50000,DE,194501
Karow,52.60904,13.48117,DE,18817
Karlstadt,49.96034,9.77239,DE,15272
Karlsruhe,49.00937,8.40444,DE,283799
Karlshorst,52.48419,13.53185,DE,28206
Karlsfeld,48.22697,11.47573,DE,17920
Karben,50.23019,8.77155,DE,21642
Kamp-Lintfort,51.50467,6.54587,DE,39490
Kamenz,51.26798,14.09374,DE,18270
Kamen,51.59231,7.66380,DE,45927
Kaltenkirchen,53.83244,9.96042,DE,19747
Kaiserslautern,49.44300,7.77161,DE,98732
Kaarst,51.22929,6.61883,DE,42112
Jülich,50.92149,6.36267,DE,33911
Jüchen,51.10000,6.50000,DE,22562
Johannisthal,52.44653,13.50660,DE,19960
Jena,50.92878,11.58990,DE,104712
Itzehoe,53.92099,9.51529,DE,33047
Isernhagen Farster Bauerschaft,52.47093,9.84179,DE,22601
Iserlohn,51.37547,7.70281,DE,97910
Ingolstadt,48.76508,11.42372,DE,120658
Ingelheim am Rhein,49.97078,8.05883,DE,24998
Ilmenau,50.68322,10.91858,DE,27055
Illingen,49.37362,7.04758,DE,18488
Illertissen,48.22336,10.10347,DE,16522
Idstein,50.21773,8.26679,DE,22810
Idar-Oberstein,49.71443,7.30776,DE,31610
Ibbenbueren,52.27964,7.71457,DE,50577
Husum,54.48580,9.05239,DE,20841
Hürth,50.87079,6.86761,DE,54678
Hünfeld,50.67966,9.76727,DE,16323
Hummelsbüttel,53.64773,10.04149,DE,17365
Humboldtkolonie,50.93182,6.99469,DE,15108
Hude,53.10662,8.46784,DE,15567
Hückeswagen,51.14979,7.34471,DE,16369
Hückelhoven,51.05550,6.22658,DE,39828
Huckarde,51.53213,7.41508,DE,16825
Hoyerswerda,51.43787,14.23549,DE,43681
Höxter,51.77501,9.38155,DE,32713
Hövelhof,51.81667,8.65000,DE,15962
Hörstel,52.29763,7.58382,DE,19894
Horn,53.55406,10.08989,DE,37903
Hörde,51.48371,7.50030,DE,27660
Horb am Neckar,48.44423,8.69130,DE,25424
Homburg,49.32637,7.33867,DE,44607
Holzwickede,51.50000,7.63333,DE,17821
Holzminden,51.82798,9.44550,DE,20998
Holzkirchen,47.87663,11.70181,DE,16770
Hohenstein-Ernstthal,50.80064,12.71287,DE,16542
Hohen Neuendorf,52.67631,13.27775,DE,21893
Hofheim am Taunus,50.09019,8.44930,DE,37750
Hofgeismar,51.49607,9.38500,DE,16444
Hof,50.31297,11.91261,DE,49239
Hockenheim,49.32334,8.55194,DE,20614
Hochheim am Main,50.01436,8.35218,DE,17027
